Data,MRR_Total,Churn_Total,MRR_Essencial,MRR_Controle,MRR_Avancado,MRR_Performance,Churn_Essencial,Churn_Controle,Churn_Avancado,Churn_Performance,%_Anual,Signups,Trials,Conversao_Trial_Pago_%,Engajamento_Medio,%_Base_<30_dias,%_Base_Ativa,%_Ativacao_Features,Engajamento_Essencial,Engajamento_Controle,Engajamento_Avancado,Engajamento_Performance
2025-01-13,5511810.39,4.8,1717256.37,1405412.32,1181536.31,1207605.38,5.07,4.71,4.54,4.44,69.79,129,60,44.94,0.088,24.94,72.48,50.39,0.05,0.083,0.107,0.132
2025-01-14,5526372.07,4.46,1646067.39,1447399.67,1105287.29,1327617.72,4.54,4.52,4.33,4.01,73.44,150,73,41.05,0.479,21.44,68.17,59.01,0.463,0.463,0.501,0.503
2025-01-15,5512725.03,6.17,1719613.06,1434083.3,1141110.53,1217918.13,6.3,6.09,6.02,5.79,75.31,133,67,31.31,0.419,20.67,67.6,52.99,0.411,0.421,0.441,0.46
2025-01-16,5537126.73,4.7,1732549.76,1484204.71,1049632.45,1270739.81,4.95,4.67,4.5,4.31,63.74,142,70,30.3,0.085,20.15,72.63,45.55,0.05,0.095,0.121,0.112
2025-01-17,5620498.3,4.55,1766536.63,1387120.74,1182112.29,1284728.64,4.96,4.39,4.32,4.3,70.44,143,71,40.79,0.185,15.24,73.79,50.63,0.183,0.162,0.211,0.216
2025-01-18,5485582.54,4.06,1737094.24,1340812.31,1154167.78,1253508.2,4.24,4.08,3.96,3.92,68.39,172,79,36.59,0.198,24.4,68.6,52.54,0.178,0.187,0.205,0.231
2025-01-19,5548080.45,5.02,1649108.15,1332062.83,1068027.24,1498882.23,5.28,5.01,4.74,4.57,68.76,131,57,41.8,0.333,21.44,73.81,52.8,0.327,0.346,0.347,0.36
2025-01-20,5453231.72,5.42,1596459.07,1241616.62,1071163.61,1543992.42,5.61,5.34,5.21,4.91,62.28,144,59,43.85,0.215,15.92,78.51,51.71,0.197,0.219,0.235,0.235
2025-01-21,5637814.07,5.74,1709881.07,1401731.75,1062094.32,1464106.92,6.14,5.72,5.71,5.29,64.0,140,61,38.99,0.144,15.21,72.1,43.55,0.12,0.149,0.174,0.179
2025-01-22,5384832.92,6.45,1587701.28,1259246.55,1179614.64,1358270.45,6.48,6.47,6.34,6.18,64.05,161,83,32.81,0.552,15.51,77.86,40.67,0.502,0.561,0.556,0.593
2025-01-23,5683112.85,6.03,1727910.49,1512079.56,1169721.61,1273401.2,6.24,5.95,5.88,5.84,69.33,154,86,41.73,0.182,21.09,78.91,46.76,0.15,0.186,0.206,0.218
2025-01-24,5463181.05,5.31,1683880.43,1361203.68,1187595.88,1230501.06,5.35,5.16,5.12,5.12,82.36,154,67,44.34,0.253,21.14,66.39,48.55,0.24,0.255,0.28,0.289
2025-01-25,5297306.99,5.3,1629113.67,1322430.36,1017800.31,1327962.65,5.25,5.48,4.91,5.17,65.15,143,60,38.7,0.354,20.0,66.44,41.24,0.349,0.365,0.382,0.379
2025-01-26,5485372.53,6.01,1618086.79,1304126.66,1158925.57,1404233.51,6.24,5.95,5.79,5.72,70.4,139,76,40.23,0.187,18.07,72.14,56.3,0.153,0.183,0.206,0.224
2025-01-27,5389273.8,6.77,1544966.88,1199649.48,1135166.16,1509491.28,6.99,6.76,6.66,6.31,67.79,152,70,35.06,0.36,20.32,73.82,46.88,0.34,0.36,0.391,0.394
2025-01-28,5572877.23,5.63,1656377.11,1234878.2,1157298.38,1524323.54,5.8,5.73,5.4,5.34,79.68,161,95,35.72,0.203,20.16,71.39,58.27,0.179,0.212,0.215,0.242
2025-01-29,5394685.12,5.03,1541281.85,1301018.72,1179416.05,1372968.5,5.22,5.38,4.87,4.7,61.25,127,69,41.02,0.608,15.19,69.9,43.09,0.592,0.6,0.638,0.639
2025-01-30,5420457.99,4.51,1710717.58,1215419.91,1061012.44,1433308.05,5.02,4.38,4.27,4.07,64.91,131,61,43.92,0.165,17.82,74.61,41.14,0.145,0.179,0.184,0.201
2025-01-31,5248255.11,4.05,1542121.56,1313860.51,972127.43,1420145.61,4.23,4.1,3.8,3.8,65.27,142,65,39.43,0.208,15.53,65.03,49.65,0.185,0.211,0.229,0.233
2025-02-01,5421723.24,6.17,1551580.03,1431598.7,1121582.96,1316961.54,6.42,6.1,5.85,5.66,84.82,109,55,41.85,0.449,24.0,79.52,43.78,0.435,0.438,0.469,0.486
2025-02-02,5186134.48,6.08,1457396.67,1369895.33,1084796.15,1274046.32,6.21,6.02,5.88,5.58,74.27,153,64,32.57,0.482,22.25,68.48,58.75,0.455,0.48,0.508,0.499
2025-02-03,5287931.66,6.08,1617223.45,1337594.32,1073462.94,1259650.95,6.31,6.01,5.71,5.79,63.47,135,57,33.18,0.254,24.96,78.76,40.21,0.234,0.24,0.263,0.281
2025-02-04,5570249.76,5.37,1701578.13,1284285.65,1048726.05,1535659.93,5.55,5.26,5.08,5.13,66.8,144,63,37.98,0.614,18.02,66.64,48.25,0.602,0.615,0.643,0.637
2025-02-05,5574296.02,6.91,1636748.02,1466875.11,1115852.75,1354820.13,7.07,6.9,6.78,6.54,64.2,146,81,32.65,0.068,23.78,68.57,58.53,0.041,0.065,0.097,0.133
2025-02-06,5532054.91,5.02,1564843.94,1462147.96,1064851.91,1440211.1,5.4,4.87,4.59,4.75,63.12,138,69,39.52,0.248,21.03,68.52,47.69,0.224,0.239,0.265,0.284
2025-02-07,5365962.86,6.46,1590391.74,1233273.62,1057624.1,1484673.41,6.77,6.55,6.22,6.27,79.93,126,51,34.37,0.201,19.53,79.94,41.86,0.176,0.184,0.221,0.221
2025-02-08,5477274.64,5.46,1601821.85,1406954.68,1127271.01,1341227.1,5.67,5.47,5.34,5.03,72.39,121,65,41.87,0.275,17.23,65.07,46.06,0.259,0.267,0.286,0.291
2025-02-09,5483567.7,4.89,1683920.43,1284942.36,1150499.6,1364205.3,4.86,4.93,4.53,4.47,75.78,119,58,42.12,0.15,22.38,74.59,49.96,0.133,0.148,0.158,0.163
2025-02-10,5345996.24,6.09,1626418.69,1390664.78,1011938.22,1316974.55,6.26,6.05,5.68,5.78,68.28,141,71,36.96,0.283,24.04,78.05,43.7,0.258,0.279,0.305,0.302
2025-02-11,5666407.8,5.91,1669231.65,1529147.55,1111822.95,1356205.64,6.38,5.87,5.71,5.74,73.84,120,53,32.71,0.097,17.35,75.08,49.33,0.08,0.083,0.119,0.119
2025-02-12,5592283.47,5.86,1614580.05,1238698.06,1066820.14,1672185.23,6.03,5.89,5.71,5.68,66.44,145,74,39.7,0.24,16.75,70.44,56.73,0.192,0.24,0.257,0.26
2025-02-13,5461484.3,5.58,1745061.32,1446574.03,1026460.11,1243388.84,5.89,5.46,5.4,5.27,67.7,132,79,44.89,0.239,21.96,79.37,57.45,0.227,0.229,0.246,0.264
2025-02-14,5492226.3,5.46,1637562.55,1379271.18,1160702.33,1314690.25,5.81,5.43,5.19,5.21,76.31,163,68,39.34,0.297,24.77,78.4,40.99,0.286,0.306,0.322,0.335
2025-02-15,5515005.94,7.89,1696035.12,1481711.85,1193282.43,1143976.53,8.11,7.8,7.56,7.62,63.76,150,69,30.54,0.245,22.5,71.51,43.22,0.219,0.255,0.261,0.273
2025-02-16,5245991.82,6.68,1498371.3,1276090.01,1021967.93,1449562.59,6.8,6.6,6.43,6.28,75.43,150,67,30.26,0.19,17.85,73.6,45.51,0.163,0.187,0.202,0.227
2025-02-17,5462338.71,6.22,1635553.06,1433150.51,1147370.57,1246264.58,6.18,6.01,6.01,5.85,81.31,129,58,34.81,0.131,19.2,79.51,51.9,0.11,0.147,0.164,0.15
2025-02-18,5411161.89,5.61,1521085.56,1207336.84,1168160.61,1514578.89,5.88,5.75,5.26,5.17,63.01,151,72,32.94,0.339,18.84,79.74,47.22,0.31,0.338,0.349,0.365
2025-02-19,5373805.6,6.51,1613314.27,1272323.45,1149161.29,1339006.59,6.63,6.44,6.34,6.31,82.44,143,81,42.2,0.186,23.52,71.75,56.88,0.158,0.173,0.211,0.206
2025-02-20,5461267.96,6.02,1739745.33,1219778.72,1022963.95,1478779.97,6.24,6.13,5.71,5.75,61.99,123,72,42.67,0.381,22.71,77.71,54.33,0.364,0.393,0.386,0.416
2025-02-21,5711722.38,5.53,1687061.55,1535123.38,1246592.98,1242944.47,5.6,5.63,5.36,5.15,68.72,131,58,33.88,0.193,20.89,69.53,42.01,0.181,0.209,0.199,0.221
2025-02-22,5573901.14,5.2,1569386.72,1453944.84,1087284.5,1463285.09,5.37,5.07,4.95,4.85,75.26,170,86,34.88,0.115,17.75,70.58,52.49,0.098,0.125,0.139,0.162
2025-02-23,5429458.52,5.42,1526971.31,1425924.42,1050978.26,1425584.53,5.62,5.31,5.23,4.97,73.99,124,65,33.54,0.074,24.38,67.47,42.26,0.083,0.066,0.09,0.097
2025-02-24,5567709.93,2.33,1645366.69,1486012.1,1016091.77,1420239.37,2.56,2.59,2.14,1.99,62.41,119,60,43.63,0.154,21.53,68.14,45.1,0.146,0.142,0.162,0.173
2025-02-25,5667922.65,5.71,1623298.7,1271060.98,1130449.86,1643113.1,5.8,5.89,5.55,5.23,79.97,128,62,37.54,0.587,24.7,74.85,43.56,0.574,0.583,0.616,0.62
2025-02-26,5611956.04,5.01,1576589.73,1342828.17,1034623.27,1657914.87,5.33,5.01,4.68,4.66,84.33,155,68,39.84,0.083,20.8,72.66,43.46,0.07,0.108,0.106,0.111
2025-02-27,5509155.64,7.09,1709207.52,1231581.35,1046417.8,1521948.97,7.23,7.12,6.97,6.69,64.53,160,80,36.23,0.117,23.21,68.47,52.33,0.097,0.105,0.115,0.152
2025-02-28,5425367.59,5.52,1618609.16,1250762.37,1045347.37,1510648.68,5.55,5.46,5.39,5.25,82.38,136,65,39.47,0.244,23.13,71.04,51.27,0.229,0.252,0.273,0.273
2025-03-01,5587786.8,4.31,1629229.83,1293395.45,1186583.59,1478577.94,4.5,4.35,3.9,4.01,73.92,119,67,35.79,0.164,18.37,70.6,43.52,0.146,0.164,0.174,0.193
2025-03-02,5552218.25,5.45,1754519.44,1351717.3,1193835.45,1252146.06,5.65,5.38,5.15,5.06,83.4,145,80,35.1,0.238,24.64,79.81,59.8,0.229,0.248,0.241,0.261
2025-03-03,5613423.19,4.45,1597835.98,1310330.76,1078331.03,1626925.42,4.67,4.25,4.49,3.99,64.4,136,58,39.52,0.345,15.22,77.8,48.44,0.322,0.333,0.357,0.373
2025-03-04,5583220.62,5.97,1776786.0,1256497.69,1196751.75,1353185.17,6.31,5.84,5.83,5.6,79.8,131,55,38.87,0.533,22.69,70.82,41.94,0.51,0.53,0.552,0.548
2025-03-05,5633946.33,5.79,1648259.84,1286649.98,1207294.06,1491742.45,5.97,5.79,5.77,5.5,61.49,131,76,34.4,0.184,24.66,78.71,42.41,0.176,0.175,0.205,0.226
2025-03-06,5444771.77,6.46,1718022.31,1237943.88,1146592.92,1342212.67,6.65,6.34,6.35,6.02,82.08,165,84,32.24,0.628,18.39,70.14,51.68,0.603,0.619,0.631,0.67
2025-03-07,5668087.29,4.71,1723765.75,1522753.41,1053514.94,1368053.18,4.8,4.7,4.82,4.63,76.85,173,99,35.53,0.494,21.48,75.02,59.58,0.465,0.502,0.5,0.534
2025-03-08,5534711.95,5.53,1732742.83,1427759.9,1149077.68,1225131.55,5.82,5.43,5.35,5.38,69.26,152,63,36.23,0.153,20.62,79.5,51.44,0.125,0.142,0.165,0.178
2025-03-09,5761031.3,4.13,1839845.99,1546192.09,1254758.16,1120235.06,4.35,4.06,4.05,3.77,64.76,135,68,39.43,0.505,22.62,70.85,58.98,0.493,0.508,0.518,0.529
2025-03-10,5430297.46,6.2,1583128.38,1314061.52,1125709.46,1407398.1,6.36,6.29,6.0,5.9,80.41,143,73,43.72,0.137,23.66,75.2,48.88,0.143,0.137,0.164,0.172
2025-03-11,5722315.66,6.02,1822245.21,1338555.06,1105921.47,1455593.92,6.03,6.04,5.98,5.66,75.08,145,83,30.54,0.084,21.03,69.44,48.72,0.055,0.075,0.1,0.105
2025-03-12,5538749.29,6.0,1637139.51,1439602.14,1107878.21,1354129.44,6.34,5.99,5.79,5.69,69.01,117,49,33.65,0.117,23.16,68.99,50.0,0.103,0.11,0.144,0.158
2025-03-13,5437829.84,5.5,1606446.28,1285028.23,1119263.09,1427092.24,5.58,5.59,5.34,5.14,71.1,137,61,32.91,0.213,18.12,73.61,53.95,0.195,0.217,0.244,0.22
2025-03-14,5458933.7,5.91,1602827.46,1282681.11,1094094.87,1479330.26,6.06,5.96,5.56,5.7,80.66,157,76,37.53,0.036,17.29,79.69,47.35,0.027,0.036,0.062,0.062
2025-03-15,5479558.32,7.1,1652943.31,1269204.34,1012612.06,1544798.61,7.34,7.25,6.76,6.75,68.47,142,81,36.45,0.117,19.31,71.8,57.28,0.103,0.117,0.106,0.136
2025-03-16,5569899.91,5.21,1593914.87,1261492.93,1072108.6,1642383.51,5.3,5.17,4.94,4.82,62.24,132,78,40.94,0.054,21.78,79.06,40.59,0.046,0.052,0.071,0.097
2025-03-17,5582740.26,5.64,1686816.37,1299791.19,1184075.99,1412056.71,5.69,5.6,5.47,5.22,82.78,141,84,33.64,0.637,16.87,78.72,48.8,0.62,0.635,0.656,0.678
2025-03-18,5452156.0,4.41,1644742.05,1296337.25,1169251.5,1341825.2,4.4,4.28,4.02,3.91,69.68,144,85,38.92,0.193,21.8,68.81,50.22,0.164,0.192,0.212,0.228
2025-03-19,5519077.45,4.63,1713541.49,1400188.35,1023744.72,1381602.89,4.9,4.59,4.59,4.31,68.71,128,51,43.26,0.366,18.94,71.03,52.14,0.339,0.381,0.365,0.415
2025-03-20,5780072.44,5.6,1811162.57,1289697.4,1260607.62,1418604.85,5.74,5.69,5.54,5.27,65.11,119,49,43.66,0.174,22.96,74.65,45.52,0.156,0.179,0.186,0.204
2025-03-21,5731305.18,6.6,1705737.6,1321211.12,1107018.24,1597338.22,7.1,6.73,6.41,6.46,82.44,159,68,44.38,0.245,15.37,72.77,48.55,0.23,0.244,0.252,0.282
2025-03-22,5577358.84,5.24,1629109.32,1452629.7,1151683.05,1343936.78,5.34,5.34,4.82,5.0,65.44,145,68,41.6,0.072,21.68,66.44,49.69,0.048,0.061,0.083,0.086
2025-03-23,5530560.42,5.26,1605927.61,1257351.32,1161821.45,1505460.04,5.37,5.08,5.08,4.98,75.92,146,83,43.59,0.147,21.5,79.91,53.74,0.147,0.142,0.164,0.173
2025-03-24,5541403.76,5.09,1594732.62,1314045.58,1177425.55,1455200.0,5.24,5.2,4.91,4.69,82.02,130,75,33.52,0.291,24.41,76.29,55.47,0.281,0.282,0.304,0.322
2025-03-25,5601622.16,4.97,1581371.0,1474531.5,1220201.29,1325518.36,5.19,4.78,4.91,4.73,60.87,140,61,32.96,0.07,22.13,71.57,54.76,0.029,0.062,0.081,0.09
2025-03-26,5406264.89,5.79,1587808.75,1231256.64,1040796.72,1546402.78,5.95,5.88,5.5,5.42,80.72,137,72,30.1,0.16,22.96,74.27,46.83,0.139,0.142,0.178,0.193
2025-03-27,5499114.82,4.0,1599197.07,1232554.23,1178681.69,1488681.83,4.26,3.97,3.71,3.7,70.26,140,82,40.6,0.275,24.05,66.31,59.99,0.245,0.275,0.29,0.285
2025-03-28,5330769.91,6.78,1698685.52,1301917.41,987618.29,1342548.69,6.88,6.85,6.5,6.5,76.45,149,73,44.06,0.097,21.75,72.43,56.97,0.096,0.118,0.119,0.132
2025-03-29,5579906.77,4.83,1686852.43,1311953.12,1161745.72,1419355.5,4.9,4.7,4.7,4.51,69.31,173,73,32.8,0.511,17.9,78.96,45.2,0.468,0.513,0.526,0.536
2025-03-30,5610663.51,6.22,1648923.97,1392400.71,1176438.93,1392899.91,6.24,6.34,6.09,5.96,77.39,151,74,39.55,0.222,23.7,78.45,43.9,0.206,0.229,0.226,0.244
2025-03-31,5476017.62,4.23,1660430.97,1424806.36,1134132.15,1256648.14,4.21,4.08,4.16,3.97,66.36,141,67,41.2,0.351,22.48,70.06,46.28,0.332,0.361,0.361,0.389
2025-04-01,5723878.41,6.17,1634555.75,1298504.31,1088066.87,1702751.47,6.32,6.1,5.96,6.04,60.55,135,70,43.91,0.216,19.24,72.97,49.05,0.204,0.213,0.232,0.26
2025-04-02,5388908.12,6.17,1604610.71,1342026.49,1158193.43,1284077.49,6.34,6.07,6.08,5.9,83.69,126,61,39.7,0.31,22.11,75.46,57.02,0.293,0.308,0.326,0.349
2025-04-03,5361275.01,5.88,1635453.58,1314989.08,1001241.37,1409590.99,6.02,5.71,5.8,5.63,60.41,143,58,44.55,0.166,23.68,70.1,55.57,0.167,0.152,0.172,0.188
2025-04-04,5564934.22,4.51,1667008.95,1264374.98,1013627.12,1619923.17,4.83,4.52,4.35,4.26,80.6,134,80,35.17,0.101,24.76,65.97,57.02,0.09,0.103,0.128,0.138
2025-04-05,5664651.8,5.75,1677139.98,1422960.1,1182204.9,1382346.81,6.07,5.93,5.6,5.41,64.23,128,65,35.25,0.097,24.52,72.58,45.44,0.059,0.098,0.12,0.125
2025-04-06,5742071.32,4.32,1836049.9,1341818.83,1142781.46,1421421.13,4.48,4.58,4.17,3.95,69.81,128,63,38.15,0.336,18.25,74.02,51.87,0.33,0.328,0.35,0.378
2025-04-07,5485933.89,5.25,1729235.43,1340716.8,1173791.92,1242189.74,5.27,5.26,5.0,4.92,80.56,149,88,35.75,0.219,19.22,65.09,45.66,0.201,0.231,0.237,0.251
2025-04-08,5671441.7,6.53,1729428.1,1271047.31,1107836.09,1563130.21,6.67,6.64,6.32,6.13,65.15,169,73,30.02,0.155,16.1,66.43,42.18,0.149,0.147,0.164,0.17
2025-04-09,5538378.98,6.3,1676883.22,1345710.91,1034187.84,1481597.01,6.44,6.32,6.13,5.94,81.64,137,60,40.98,0.083,17.48,68.11,53.68,0.06,0.112,0.112,0.111
2025-04-10,5523284.72,5.52,1683643.1,1299756.89,1178987.59,1360897.14,5.65,5.57,5.3,5.24,72.44,147,83,41.28,0.216,23.82,70.22,42.86,0.185,0.22,0.256,0.237
2025-04-11,5651039.19,4.53,1627795.88,1475594.05,1141263.45,1406385.82,4.66,4.49,4.42,4.27,69.15,142,64,41.2,0.23,18.61,73.12,53.35,0.197,0.229,0.243,0.252
2025-04-12,5624278.75,6.15,1663692.64,1253364.54,1054933.77,1652287.8,6.28,6.17,5.94,5.81,76.56,147,82,35.18,0.331,21.21,69.41,52.96,0.321,0.35,0.363,0.358
2025-04-13,5357832.94,5.52,1508649.93,1290864.64,1118797.81,1439520.56,5.68,5.57,5.3,5.16,68.53,147,67,37.83,0.33,21.66,69.14,56.2,0.318,0.307,0.341,0.363
2025-04-14,5725184.84,3.18,1711955.31,1390770.9,1147582.07,1474876.56,3.32,3.12,3.13,2.74,68.68,132,54,35.4,0.463,22.82,78.04,42.79,0.437,0.46,0.478,0.502
2025-04-15,5714610.96,6.28,1724218.04,1464370.8,1166766.52,1359255.61,6.5,6.27,5.98,5.86,78.34,151,76,30.24,0.051,16.83,67.18,55.67,0.004,0.046,0.085,0.075
2025-04-16,5474932.48,5.48,1582857.67,1361694.43,1086423.34,1443957.04,5.71,5.47,5.36,5.23,67.75,142,62,38.44,0.303,18.05,72.43,59.99,0.294,0.302,0.322,0.345
2025-04-17,5598496.42,6.7,1783463.48,1418438.51,1193310.33,1203284.11,6.81,6.79,6.49,6.41,65.02,152,84,31.86,0.198,19.48,79.29,57.02,0.158,0.2,0.225,0.211
2025-04-18,5611283.62,4.4,1775287.72,1452494.59,1196227.52,1187273.78,4.73,4.3,4.09,4.04,80.19,153,81,31.2,0.215,18.65,74.38,55.04,0.216,0.213,0.232,0.236
2025-04-19,5584280.85,2.32,1724904.66,1469280.97,1163627.61,1226467.61,2.43,2.32,2.03,1.92,80.13,128,75,41.33,0.166,24.83,75.76,53.24,0.131,0.18,0.168,0.216
2025-04-20,5487963.38,5.78,1653718.0,1293478.81,1010970.96,1529795.61,5.82,5.97,5.58,5.39,72.44,132,73,30.14,0.077,23.35,71.47,48.44,0.057,0.081,0.12,0.095
2025-04-21,5474405.2,5.79,1723336.0,1351636.86,1169081.97,1230350.36,6.03,5.91,5.63,5.5,73.17,135,59,44.39,0.145,19.8,65.3,54.61,0.127,0.149,0.162,0.187
2025-04-22,5552933.51,3.81,1583841.53,1454898.59,1148571.65,1365621.74,3.93,3.94,3.51,3.63,77.4,146,82,37.73,0.231,23.79,74.69,54.48,0.215,0.236,0.253,0.261
2025-04-23,5697727.48,4.52,1775528.07,1535381.19,1184449.1,1202369.12,4.75,4.52,4.25,4.32,72.73,145,77,44.75,0.313,18.48,74.48,52.63,0.296,0.3,0.326,0.342
2025-04-24,5623232.02,8.26,1602580.82,1487209.72,1093827.23,1439614.25,8.21,8.29,8.12,7.93,70.43,146,78,30.87,0.338,22.86,66.66,55.93,0.319,0.34,0.366,0.377
2025-04-25,5514526.28,5.19,1719255.18,1315619.08,1186567.14,1293084.88,5.53,5.29,5.07,4.86,84.87,147,83,38.75,0.103,17.24,71.93,48.98,0.078,0.105,0.13,0.141
2025-04-26,5652603.85,6.23,1645081.27,1298732.8,1181478.22,1527311.56,6.5,6.39,6.24,6.04,63.69,145,75,35.24,0.246,22.72,78.73,42.43,0.224,0.235,0.251,0.29
2025-04-27,5219174.89,4.85,1644476.53,1275929.74,962956.65,1335811.96,4.9,4.65,4.63,4.54,74.82,138,68,42.65,0.3,19.56,68.08,51.18,0.274,0.309,0.322,0.328
2025-04-28,5699851.88,3.41,1811194.53,1465329.74,1118944.32,1304383.3,3.46,3.28,3.22,3.05,82.15,147,78,35.42,0.257,16.07,71.92,45.3,0.238,0.237,0.286,0.288
2025-04-29,5354234.35,5.33,1531053.16,1309798.07,1153597.71,1359785.41,5.7,5.46,5.02,5.14,77.18,133,61,33.91,0.032,17.73,71.92,47.69,-0.006,0.057,0.064,0.059
2025-04-30,5520507.09,5.23,1647910.14,1347881.73,1004113.26,1520601.95,5.36,5.21,5.0,4.82,82.02,147,64,42.86,0.261,19.02,77.16,40.35,0.244,0.26,0.287,0.279
2025-05-01,5430639.61,5.1,1733674.65,1422347.08,1186359.42,1088258.47,5.22,5.03,4.77,4.84,68.41,135,71,35.62,0.177,22.49,77.37,47.66,0.156,0.169,0.204,0.209
2025-05-02,5410638.22,5.39,1619600.41,1288111.66,1120903.0,1382023.15,5.36,5.26,5.26,4.96,66.8,141,63,30.25,0.182,15.73,76.39,56.18,0.17,0.188,0.196,0.21
2025-05-03,5706299.21,5.76,1794870.2,1500698.11,1171246.67,1239484.23,5.93,5.71,5.45,5.52,81.28,140,58,35.85,0.444,21.6,70.48,50.85,0.421,0.45,0.451,0.455
2025-05-04,5511875.86,5.35,1673125.84,1324725.57,1051789.22,1462235.23,5.53,5.21,5.2,5.15,69.85,146,58,39.82,0.412,22.16,66.08,40.2,0.398,0.433,0.429,0.453
2025-05-05,5610580.47,4.24,1655195.28,1326406.62,1065739.14,1563239.44,4.51,4.45,3.96,3.98,77.74,125,65,33.82,0.182,21.54,70.24,49.4,0.168,0.2,0.19,0.214
2025-05-06,5564369.53,5.99,1621631.68,1350469.68,1211264.92,1381003.25,6.05,5.98,5.93,5.7,63.69,145,69,36.48,0.211,22.61,75.2,45.83,0.189,0.197,0.223,0.234
2025-05-07,5628244.9,3.55,1621660.14,1452775.79,1080234.1,1473574.87,3.6,3.54,3.33,3.29,78.9,137,75,30.85,0.106,16.78,75.54,49.55,0.09,0.103,0.118,0.139
2025-05-08,5581218.63,3.45,1732811.71,1263030.34,1177749.94,1407626.64,3.69,3.51,3.45,3.17,73.72,149,71,38.82,0.079,20.87,79.48,48.09,0.045,0.07,0.089,0.103
2025-05-09,5419040.93,6.24,1601118.61,1245409.19,1060641.09,1511872.03,6.54,6.34,6.07,5.91,66.72,156,78,41.34,0.439,24.41,71.8,58.64,0.432,0.446,0.464,0.471
2025-05-10,5693552.02,6.01,1710633.5,1523436.47,1056553.38,1402928.67,6.05,6.1,5.76,5.72,72.36,155,75,36.2,0.526,21.11,74.49,40.82,0.5,0.54,0.535,0.569
2025-05-11,5515749.21,5.44,1653031.53,1261863.22,995198.97,1605655.49,5.75,5.55,5.29,5.15,77.42,123,65,36.3,0.414,21.11,73.09,53.67,0.392,0.401,0.452,0.448
2025-05-12,5389210.17,4.1,1633421.97,1338606.33,1087382.52,1329799.36,4.31,4.04,4.01,3.98,60.3,148,70,31.32,0.635,22.36,67.26,57.02,0.604,0.634,0.665,0.66
2025-05-13,5525626.18,4.79,1738489.56,1375691.52,1210284.27,1201160.83,5.1,4.76,4.51,4.45,75.94,140,83,33.03,0.294,18.33,71.92,59.18,0.267,0.288,0.326,0.314
2025-05-14,5758091.17,5.24,1838152.99,1407745.17,1121477.21,1390715.8,5.43,5.31,5.05,4.95,73.54,133,78,32.32,0.241,22.0,73.17,43.55,0.237,0.249,0.254,0.263
2025-05-15,5681026.61,3.9,1683307.32,1432966.6,1103753.56,1460999.13,3.85,3.85,3.75,3.44,65.51,127,72,37.23,0.325,24.16,79.26,50.63,0.307,0.329,0.347,0.363
2025-05-16,5538161.74,4.76,1734002.63,1282036.46,1073094.52,1449028.13,4.95,4.76,4.56,4.55,78.82,150,88,37.94,0.284,15.11,70.5,40.87,0.261,0.296,0.294,0.313
2025-05-17,5539089.08,6.15,1720336.44,1371661.87,1112369.58,1334721.18,6.46,6.19,5.69,6.03,67.59,146,72,44.23,0.279,23.7,79.7,49.98,0.256,0.275,0.301,0.315
2025-05-18,5543403.79,6.93,1679325.16,1322704.17,1095524.02,1445850.44,7.04,7.01,6.61,6.57,66.92,162,82,31.1,0.25,17.19,73.13,42.51,0.23,0.249,0.252,0.277
2025-05-19,5832209.76,5.08,1856053.43,1476035.26,1255071.62,1245049.44,5.24,4.9,4.76,4.75,71.78,134,73,39.0,0.269,19.56,68.64,56.76,0.257,0.273,0.3,0.29
2025-05-20,5629832.25,6.26,1621498.55,1278316.34,1127209.7,1602807.67,6.44,6.33,6.01,6.06,76.9,119,64,37.9,0.369,23.52,67.87,42.28,0.351,0.366,0.382,0.405
2025-05-21,5636605.0,3.59,1602884.57,1400943.62,1129070.11,1503706.69,3.5,3.56,3.37,3.44,83.22,121,70,37.74,0.117,23.24,67.13,50.27,0.099,0.12,0.14,0.139
2025-05-22,5709634.01,6.16,1793729.94,1309010.78,1059336.17,1547557.13,6.53,6.23,6.2,5.71,63.53,156,85,43.1,0.398,23.92,71.79,50.42,0.369,0.411,0.423,0.424
2025-05-23,5615654.7,4.7,1671027.86,1313682.2,1231566.88,1399377.76,4.81,4.77,4.56,4.25,69.91,142,85,33.08,0.353,24.4,65.33,59.43,0.33,0.375,0.368,0.371
2025-05-24,5556914.94,5.81,1744197.54,1283288.88,1055807.81,1473620.71,6.06,5.97,5.66,5.76,61.67,139,65,30.61,0.051,19.47,71.68,53.1,0.032,0.046,0.063,0.071
2025-05-25,5565438.02,5.25,1757140.17,1275274.98,1018110.97,1514911.9,5.44,5.39,5.24,5.0,78.96,133,75,40.08,0.306,21.56,79.83,45.76,0.286,0.328,0.325,0.345
2025-05-26,5581407.85,6.82,1576738.25,1458341.21,1152705.0,1393623.39,7.15,6.96,6.74,6.35,71.19,137,74,35.18,0.416,18.9,75.05,44.82,0.392,0.411,0.444,0.456
2025-05-27,5586533.33,4.63,1761649.55,1308843.08,1138617.36,1377423.35,4.87,4.77,4.62,4.37,77.67,140,75,30.26,0.14,18.51,76.4,42.56,0.114,0.148,0.158,0.18
2025-05-28,5679315.55,6.13,1692054.17,1512720.85,1116586.52,1357954.01,6.3,6.16,5.93,5.88,68.05,122,57,33.77,0.377,19.32,66.79,55.13,0.362,0.372,0.403,0.418
